faculty,programme,programme_slug,um_title,onet_code,onet_title,mapping_method,gemini_confidence
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Language Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Cultural Advisor,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Foreign Language Analyst,27-3091.00,Interpreters and Translators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Diplomatic Officer,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Embassy Staff,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,News Broadcaster,27-3023.00,"News Analysts, Reporters, and Journalists",gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Subtitle Translator,27-3091.00,Interpreters and Translators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Academic Lecturer,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Arabic Calligraphy Artist,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Heritage And Cultural Officer,25-4012.00,Curators,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,International Relations Officer,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Religious Educator,21-2021.00,"Directors, Religious Activities and Education",gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Arabic Transcriptionist,43-9022.00,Word Processors and Typists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Communication Specialist,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Tamil Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Communication Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Public Relations Executive,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Language Consultant,,,unmapped,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Subtitle Translator,27-3091.00,Interpreters and Translators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Social Media Manager,11-2021.00,Marketing Managers,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Cultural Advisor,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Embassy Staff,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Transcriptionist,31-9094.00,Medical Transcriptionists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Education Officer,25-9031.00,Instructional Coordinators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF TAMIL LANGUAGE AND LINGUISTICS,bachelor-of-tamil-language-and-linguistics,Policy Writer,27-3043.00,Writers and Authors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Japanese Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Subtitle Translator,27-3091.00,Interpreters and Translators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Language Consultant,,,unmapped,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Cultural Advisor,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Communication Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Public Relations Executive,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,International Relations Officer,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Embassy Staff,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Customer Service Executive,43-4051.00,Customer Service Representatives,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Transcriptionist,31-9094.00,Medical Transcriptionists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Education Officer,25-9031.00,Instructional Coordinators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,bachelor-of-japanese-language-and-linguistic,Localization Specialist,27-3091.00,Interpreters and Translators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,French Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Subtitle Translator,27-3091.00,Interpreters and Translators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Communication Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Public Relations Executive,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Language Consultant,,,unmapped,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Cultural Advisor,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,International Relations Officer,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Embassy Staff,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Education Officer,25-9031.00,Instructional Coordinators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF FRENCH LANGUAGE AND LINGUISTICS,bachelor-of-french-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
